Filename,count
OHSU_TMA1_004_E11_cellRingMask.tif,8381
OHSU_TMA1_004_E11_nucleiRingMask.tif,8381
OHSU_TMA1_004_E2_cellRingMask.tif,5493
OHSU_TMA1_004_E2_nucleiRingMask.tif,5493
OHSU_TMA1_004_E3_cellRingMask.tif,3730
OHSU_TMA1_004_E3_nucleiRingMask.tif,3730
OHSU_TMA1_004_E4_cellRingMask.tif,12254
OHSU_TMA1_004_E4_nucleiRingMask.tif,12254
OHSU_TMA1_004_E5_cellRingMask.tif,18121
OHSU_TMA1_004_E5_nucleiRingMask.tif,18121
OHSU_TMA1_004_E6_cellRingMask.tif,15257
OHSU_TMA1_004_E6_nucleiRingMask.tif,15257
OHSU_TMA1_004_E7_cellRingMask.tif,18088
OHSU_TMA1_004_E7_nucleiRingMask.tif,18088
OHSU_TMA1_004_E8_cellRingMask.tif,8245
OHSU_TMA1_004_E8_nucleiRingMask.tif,8245
OHSU_TMA1_004_E9_cellRingMask.tif,12664
OHSU_TMA1_004_E9_nucleiRingMask.tif,12664
OHSU_TMA1_004_F1_cellRingMask.tif,18127
OHSU_TMA1_004_F1_nucleiRingMask.tif,18127
OHSU_TMA1_004_F10_cellRingMask.tif,8284
OHSU_TMA1_004_F10_nucleiRingMask.tif,8284
OHSU_TMA1_004_F11_cellRingMask.tif,17708
OHSU_TMA1_004_F11_nucleiRingMask.tif,17708
OHSU_TMA1_004_F2_cellRingMask.tif,6290
OHSU_TMA1_004_F2_nucleiRingMask.tif,6290
OHSU_TMA1_004_F3_cellRingMask.tif,11089
OHSU_TMA1_004_F3_nucleiRingMask.tif,11089
OHSU_TMA1_004_F4_cellRingMask.tif,8911
OHSU_TMA1_004_F4_nucleiRingMask.tif,8911
OHSU_TMA1_004_F5_cellRingMask.tif,14545
OHSU_TMA1_004_F5_nucleiRingMask.tif,14545
OHSU_TMA1_004_F6_cellRingMask.tif,3805
OHSU_TMA1_004_F6_nucleiRingMask.tif,3805
OHSU_TMA1_004_F7_cellRingMask.tif,6570
OHSU_TMA1_004_F7_nucleiRingMask.tif,6570
OHSU_TMA1_004_F8_cellRingMask.tif,7074
OHSU_TMA1_004_F8_nucleiRingMask.tif,7074
OHSU_TMA1_004_F9_cellRingMask.tif,21398
OHSU_TMA1_004_F9_nucleiRingMask.tif,21398
OHSU_TMA1_004_G1_cellRingMask.tif,18060
OHSU_TMA1_004_G1_nucleiRingMask.tif,18060
OHSU_TMA1_004_G10_cellRingMask.tif,4775
OHSU_TMA1_004_G10_nucleiRingMask.tif,4775
OHSU_TMA1_004_G11_cellRingMask.tif,10741
OHSU_TMA1_004_G11_nucleiRingMask.tif,10741
OHSU_TMA1_004_G2_cellRingMask.tif,6842
OHSU_TMA1_004_G2_nucleiRingMask.tif,6842
OHSU_TMA1_004_G3_cellRingMask.tif,21637
OHSU_TMA1_004_G3_nucleiRingMask.tif,21637
OHSU_TMA1_004_G4_cellRingMask.tif,2201
OHSU_TMA1_004_G4_nucleiRingMask.tif,2201
OHSU_TMA1_004_G5_cellRingMask.tif,22197
OHSU_TMA1_004_G5_nucleiRingMask.tif,22197
OHSU_TMA1_004_G6_cellRingMask.tif,11049
OHSU_TMA1_004_G6_nucleiRingMask.tif,11049
OHSU_TMA1_004_G7_cellRingMask.tif,10640
OHSU_TMA1_004_G7_nucleiRingMask.tif,10640
OHSU_TMA1_004_G8_cellRingMask.tif,4775
OHSU_TMA1_004_G8_nucleiRingMask.tif,4775
OHSU_TMA1_004_G9_cellRingMask.tif,9787
OHSU_TMA1_004_G9_nucleiRingMask.tif,9787
OHSU_TMA1_004_H1_cellRingMask.tif,2149
OHSU_TMA1_004_H1_nucleiRingMask.tif,2149
OHSU_TMA1_004_H10_cellRingMask.tif,12795
OHSU_TMA1_004_H10_nucleiRingMask.tif,12795
OHSU_TMA1_004_H11_cellRingMask.tif,1406
OHSU_TMA1_004_H11_nucleiRingMask.tif,1406
OHSU_TMA1_004_H2_cellRingMask.tif,8884
OHSU_TMA1_004_H2_nucleiRingMask.tif,8884
OHSU_TMA1_004_H3_cellRingMask.tif,13087
OHSU_TMA1_004_H3_nucleiRingMask.tif,13087
OHSU_TMA1_004_H4_cellRingMask.tif,18840
OHSU_TMA1_004_H4_nucleiRingMask.tif,18840
OHSU_TMA1_004_H5_cellRingMask.tif,274
OHSU_TMA1_004_H5_nucleiRingMask.tif,274
OHSU_TMA1_004_H6_cellRingMask.tif,3693
OHSU_TMA1_004_H6_nucleiRingMask.tif,3693
OHSU_TMA1_004_H7_cellRingMask.tif,8211
OHSU_TMA1_004_H7_nucleiRingMask.tif,8211
OHSU_TMA1_004_H8_cellRingMask.tif,9826
OHSU_TMA1_004_H8_nucleiRingMask.tif,9826
OHSU_TMA1_004_H9_cellRingMask.tif,10836
OHSU_TMA1_004_H9_nucleiRingMask.tif,10836
OHSU_TMA1_005_A1_cellRingMask.tif,23249
OHSU_TMA1_005_A1_nucleiRingMask.tif,23249
OHSU_TMA1_005_A10_cellRingMask.tif,8429
OHSU_TMA1_005_A10_nucleiRingMask.tif,8428
OHSU_TMA1_005_A11_cellRingMask.tif,12753
OHSU_TMA1_005_A11_nucleiRingMask.tif,12753
OHSU_TMA1_005_A2_cellRingMask.tif,3122
OHSU_TMA1_005_A2_nucleiRingMask.tif,3122
OHSU_TMA1_005_A3_cellRingMask.tif,13464
OHSU_TMA1_005_A3_nucleiRingMask.tif,13464
OHSU_TMA1_005_A4_cellRingMask.tif,14679
OHSU_TMA1_005_A4_nucleiRingMask.tif,14679
OHSU_TMA1_005_A5_cellRingMask.tif,17736
OHSU_TMA1_005_A5_nucleiRingMask.tif,17736
OHSU_TMA1_005_A6_cellRingMask.tif,4542
OHSU_TMA1_005_A6_nucleiRingMask.tif,4542
OHSU_TMA1_005_A7_cellRingMask.tif,13218
OHSU_TMA1_005_A7_nucleiRingMask.tif,13216
OHSU_TMA1_005_A8_cellRingMask.tif,13328
OHSU_TMA1_005_A8_nucleiRingMask.tif,13328
OHSU_TMA1_005_A9_cellRingMask.tif,796
OHSU_TMA1_005_A9_nucleiRingMask.tif,796
OHSU_TMA1_005_B1_cellRingMask.tif,5527
OHSU_TMA1_005_B1_nucleiRingMask.tif,5527
OHSU_TMA1_005_B10_cellRingMask.tif,6504
OHSU_TMA1_005_B10_nucleiRingMask.tif,6504
OHSU_TMA1_005_B11_cellRingMask.tif,12762
OHSU_TMA1_005_B11_nucleiRingMask.tif,12762
OHSU_TMA1_005_B2_cellRingMask.tif,1827
OHSU_TMA1_005_B2_nucleiRingMask.tif,1827
OHSU_TMA1_005_B3_cellRingMask.tif,11847
OHSU_TMA1_005_B3_nucleiRingMask.tif,11847
OHSU_TMA1_005_B4_cellRingMask.tif,9477
OHSU_TMA1_005_B4_nucleiRingMask.tif,9477
OHSU_TMA1_005_B5_cellRingMask.tif,4769
OHSU_TMA1_005_B5_nucleiRingMask.tif,4769
OHSU_TMA1_005_B6_cellRingMask.tif,16447
OHSU_TMA1_005_B6_nucleiRingMask.tif,16446
OHSU_TMA1_005_B7_cellRingMask.tif,9368
OHSU_TMA1_005_B7_nucleiRingMask.tif,9368
OHSU_TMA1_005_B8_cellRingMask.tif,236
OHSU_TMA1_005_B8_nucleiRingMask.tif,236
OHSU_TMA1_005_B9_cellRingMask.tif,6375
OHSU_TMA1_005_B9_nucleiRingMask.tif,6375
OHSU_TMA1_005_C1_cellRingMask.tif,3793
OHSU_TMA1_005_C1_nucleiRingMask.tif,3793
OHSU_TMA1_005_C10_cellRingMask.tif,14814
OHSU_TMA1_005_C10_nucleiRingMask.tif,14814
OHSU_TMA1_005_C11_cellRingMask.tif,3154
OHSU_TMA1_005_C11_nucleiRingMask.tif,3154
OHSU_TMA1_005_C2_cellRingMask.tif,8969
OHSU_TMA1_005_C2_nucleiRingMask.tif,8969
OHSU_TMA1_005_C3_cellRingMask.tif,3548
OHSU_TMA1_005_C3_nucleiRingMask.tif,3548
OHSU_TMA1_005_C4_cellRingMask.tif,3022
OHSU_TMA1_005_C4_nucleiRingMask.tif,3022
OHSU_TMA1_005_C5_cellRingMask.tif,10904
OHSU_TMA1_005_C5_nucleiRingMask.tif,10904
OHSU_TMA1_005_C6_cellRingMask.tif,1025
OHSU_TMA1_005_C6_nucleiRingMask.tif,1025
OHSU_TMA1_005_C7_cellRingMask.tif,8820
OHSU_TMA1_005_C7_nucleiRingMask.tif,8819
OHSU_TMA1_005_C8_cellRingMask.tif,4516
OHSU_TMA1_005_C8_nucleiRingMask.tif,4516
OHSU_TMA1_005_C9_cellRingMask.tif,20934
OHSU_TMA1_005_C9_nucleiRingMask.tif,20934
OHSU_TMA1_005_D1_cellRingMask.tif,7436
OHSU_TMA1_005_D1_nucleiRingMask.tif,7436
OHSU_TMA1_005_D10_cellRingMask.tif,4561
OHSU_TMA1_005_D10_nucleiRingMask.tif,4561
OHSU_TMA1_005_D11_cellRingMask.tif,3653
OHSU_TMA1_005_D11_nucleiRingMask.tif,3653
OHSU_TMA1_005_D2_cellRingMask.tif,7675
OHSU_TMA1_005_D2_nucleiRingMask.tif,7675
OHSU_TMA1_005_D3_cellRingMask.tif,8942
OHSU_TMA1_005_D3_nucleiRingMask.tif,8942
OHSU_TMA1_005_D4_cellRingMask.tif,12382
OHSU_TMA1_005_D4_nucleiRingMask.tif,12382
OHSU_TMA1_005_D5_cellRingMask.tif,2866
OHSU_TMA1_005_D5_nucleiRingMask.tif,2866
OHSU_TMA1_005_D6_cellRingMask.tif,6265
OHSU_TMA1_005_D6_nucleiRingMask.tif,6265
OHSU_TMA1_005_D7_cellRingMask.tif,16295
OHSU_TMA1_005_D7_nucleiRingMask.tif,16295
OHSU_TMA1_005_D8_cellRingMask.tif,2360
OHSU_TMA1_005_D8_nucleiRingMask.tif,2360
OHSU_TMA1_005_D9_cellRingMask.tif,2294
OHSU_TMA1_005_D9_nucleiRingMask.tif,2294
OHSU_TMA1_005_E1_cellRingMask.tif,28403
OHSU_TMA1_005_E1_nucleiRingMask.tif,28403
OHSU_TMA1_005_E10_cellRingMask.tif,10588
OHSU_TMA1_005_E10_nucleiRingMask.tif,10588
OHSU_TMA1_005_E11_cellRingMask.tif,7458
OHSU_TMA1_005_E11_nucleiRingMask.tif,7458
OHSU_TMA1_005_E2_cellRingMask.tif,4941
OHSU_TMA1_005_E2_nucleiRingMask.tif,4941
OHSU_TMA1_005_E3_cellRingMask.tif,2962
OHSU_TMA1_005_E3_nucleiRingMask.tif,2962
OHSU_TMA1_005_E4_cellRingMask.tif,11116
OHSU_TMA1_005_E4_nucleiRingMask.tif,11116
OHSU_TMA1_005_E5_cellRingMask.tif,16463
OHSU_TMA1_005_E5_nucleiRingMask.tif,16463
OHSU_TMA1_005_E6_cellRingMask.tif,13974
OHSU_TMA1_005_E6_nucleiRingMask.tif,13974
OHSU_TMA1_005_E7_cellRingMask.tif,16129
OHSU_TMA1_005_E7_nucleiRingMask.tif,16129
OHSU_TMA1_005_E8_cellRingMask.tif,7482
OHSU_TMA1_005_E8_nucleiRingMask.tif,7482
OHSU_TMA1_005_E9_cellRingMask.tif,11821
OHSU_TMA1_005_E9_nucleiRingMask.tif,11821
OHSU_TMA1_005_F1_cellRingMask.tif,17083
OHSU_TMA1_005_F1_nucleiRingMask.tif,17083
OHSU_TMA1_005_F10_cellRingMask.tif,7340
OHSU_TMA1_005_F10_nucleiRingMask.tif,7340
OHSU_TMA1_005_F11_cellRingMask.tif,16014
OHSU_TMA1_005_F11_nucleiRingMask.tif,16014
OHSU_TMA1_005_F2_cellRingMask.tif,5780
OHSU_TMA1_005_F2_nucleiRingMask.tif,5780
OHSU_TMA1_005_F3_cellRingMask.tif,9500
OHSU_TMA1_005_F3_nucleiRingMask.tif,9500
OHSU_TMA1_005_F4_cellRingMask.tif,7777
OHSU_TMA1_005_F4_nucleiRingMask.tif,7777
OHSU_TMA1_005_F5_cellRingMask.tif,13470
OHSU_TMA1_005_F5_nucleiRingMask.tif,13470
OHSU_TMA1_005_F6_cellRingMask.tif,34254
OHSU_TMA1_005_F6_nucleiRingMask.tif,34254
OHSU_TMA1_005_F7_cellRingMask.tif,5621
OHSU_TMA1_005_F7_nucleiRingMask.tif,5621
OHSU_TMA1_005_F8_cellRingMask.tif,6620
OHSU_TMA1_005_F8_nucleiRingMask.tif,6620
OHSU_TMA1_005_F9_cellRingMask.tif,19770
OHSU_TMA1_005_F9_nucleiRingMask.tif,19770
OHSU_TMA1_005_G1_cellRingMask.tif,17410
OHSU_TMA1_005_G1_nucleiRingMask.tif,17410
OHSU_TMA1_005_G10_cellRingMask.tif,4236
OHSU_TMA1_005_G10_nucleiRingMask.tif,4236
OHSU_TMA1_005_G11_cellRingMask.tif,9683
OHSU_TMA1_005_G11_nucleiRingMask.tif,9683
OHSU_TMA1_005_G2_cellRingMask.tif,6161
OHSU_TMA1_005_G2_nucleiRingMask.tif,6161
OHSU_TMA1_005_G3_cellRingMask.tif,19874
OHSU_TMA1_005_G3_nucleiRingMask.tif,19874
OHSU_TMA1_005_G4_cellRingMask.tif,1789
OHSU_TMA1_005_G4_nucleiRingMask.tif,1789
OHSU_TMA1_005_G5_cellRingMask.tif,21379
OHSU_TMA1_005_G5_nucleiRingMask.tif,21379
OHSU_TMA1_005_G6_cellRingMask.tif,10396
OHSU_TMA1_005_G6_nucleiRingMask.tif,10396
OHSU_TMA1_005_G7_cellRingMask.tif,9719
OHSU_TMA1_005_G7_nucleiRingMask.tif,9719
OHSU_TMA1_005_G8_cellRingMask.tif,4204
OHSU_TMA1_005_G8_nucleiRingMask.tif,4204
OHSU_TMA1_005_G9_cellRingMask.tif,9229
OHSU_TMA1_005_G9_nucleiRingMask.tif,9229
OHSU_TMA1_005_H1_cellRingMask.tif,2177
OHSU_TMA1_005_H1_nucleiRingMask.tif,2177
OHSU_TMA1_005_H10_cellRingMask.tif,12498
OHSU_TMA1_005_H10_nucleiRingMask.tif,12498
OHSU_TMA1_005_H11_cellRingMask.tif,1438
OHSU_TMA1_005_H11_nucleiRingMask.tif,1438
OHSU_TMA1_005_H2_cellRingMask.tif,8108
OHSU_TMA1_005_H2_nucleiRingMask.tif,8108
OHSU_TMA1_005_H3_cellRingMask.tif,11414
OHSU_TMA1_005_H3_nucleiRingMask.tif,11414
OHSU_TMA1_005_H4_cellRingMask.tif,16953
OHSU_TMA1_005_H4_nucleiRingMask.tif,16953
OHSU_TMA1_005_H5_cellRingMask.tif,329
OHSU_TMA1_005_H5_nucleiRingMask.tif,329
OHSU_TMA1_005_H6_cellRingMask.tif,3218
OHSU_TMA1_005_H6_nucleiRingMask.tif,3218
OHSU_TMA1_005_H7_cellRingMask.tif,7884
OHSU_TMA1_005_H7_nucleiRingMask.tif,7884
OHSU_TMA1_005_H8_cellRingMask.tif,8588
OHSU_TMA1_005_H8_nucleiRingMask.tif,8588
OHSU_TMA1_005_H9_cellRingMask.tif,10259
OHSU_TMA1_005_H9_nucleiRingMask.tif,10259
OHSU_TMA1_010_A1_cellRingMask.tif,23639
OHSU_TMA1_010_A1_nucleiRingMask.tif,23639
OHSU_TMA1_010_A10_cellRingMask.tif,8747
OHSU_TMA1_010_A10_nucleiRingMask.tif,8747
OHSU_TMA1_010_A11_cellRingMask.tif,13712
OHSU_TMA1_010_A11_nucleiRingMask.tif,13712
OHSU_TMA1_010_A2_cellRingMask.tif,2526
OHSU_TMA1_010_A2_nucleiRingMask.tif,2526
OHSU_TMA1_010_A3_cellRingMask.tif,13967
OHSU_TMA1_010_A3_nucleiRingMask.tif,13967
OHSU_TMA1_010_A4_cellRingMask.tif,14606
OHSU_TMA1_010_A4_nucleiRingMask.tif,14606
OHSU_TMA1_010_A5_cellRingMask.tif,18962
OHSU_TMA1_010_A5_nucleiRingMask.tif,18962
OHSU_TMA1_010_A6_cellRingMask.tif,3923
OHSU_TMA1_010_A6_nucleiRingMask.tif,3923
OHSU_TMA1_010_A7_cellRingMask.tif,13568
OHSU_TMA1_010_A7_nucleiRingMask.tif,13568
OHSU_TMA1_010_A8_cellRingMask.tif,12876
OHSU_TMA1_010_A8_nucleiRingMask.tif,12876
OHSU_TMA1_010_A9_cellRingMask.tif,660
OHSU_TMA1_010_A9_nucleiRingMask.tif,660
OHSU_TMA1_010_B1_cellRingMask.tif,5471
OHSU_TMA1_010_B1_nucleiRingMask.tif,5471
OHSU_TMA1_010_B10_cellRingMask.tif,6320
OHSU_TMA1_010_B10_nucleiRingMask.tif,6320
OHSU_TMA1_010_B11_cellRingMask.tif,12555
OHSU_TMA1_010_B11_nucleiRingMask.tif,12555
OHSU_TMA1_010_B2_cellRingMask.tif,1944
OHSU_TMA1_010_B2_nucleiRingMask.tif,1944
OHSU_TMA1_010_B3_cellRingMask.tif,12291
OHSU_TMA1_010_B3_nucleiRingMask.tif,12291
OHSU_TMA1_010_B4_cellRingMask.tif,10046
OHSU_TMA1_010_B4_nucleiRingMask.tif,10046
OHSU_TMA1_010_B5_cellRingMask.tif,5214
OHSU_TMA1_010_B5_nucleiRingMask.tif,5214
OHSU_TMA1_010_B6_cellRingMask.tif,16728
OHSU_TMA1_010_B6_nucleiRingMask.tif,16728
OHSU_TMA1_010_B7_cellRingMask.tif,9973
OHSU_TMA1_010_B7_nucleiRingMask.tif,9973
OHSU_TMA1_010_B8_cellRingMask.tif,301
OHSU_TMA1_010_B8_nucleiRingMask.tif,301
OHSU_TMA1_010_B9_cellRingMask.tif,6803
OHSU_TMA1_010_B9_nucleiRingMask.tif,6803
OHSU_TMA1_010_C1_cellRingMask.tif,3509
OHSU_TMA1_010_C1_nucleiRingMask.tif,3509
OHSU_TMA1_010_C10_cellRingMask.tif,15171
OHSU_TMA1_010_C10_nucleiRingMask.tif,15171
OHSU_TMA1_010_C11_cellRingMask.tif,3147
OHSU_TMA1_010_C11_nucleiRingMask.tif,3147
OHSU_TMA1_010_C2_cellRingMask.tif,9263
OHSU_TMA1_010_C2_nucleiRingMask.tif,9263
OHSU_TMA1_010_C3_cellRingMask.tif,3576
OHSU_TMA1_010_C3_nucleiRingMask.tif,3576
OHSU_TMA1_010_C4_cellRingMask.tif,2609
OHSU_TMA1_010_C4_nucleiRingMask.tif,2609
OHSU_TMA1_010_C5_cellRingMask.tif,10976
OHSU_TMA1_010_C5_nucleiRingMask.tif,10976
OHSU_TMA1_010_C6_cellRingMask.tif,1054
OHSU_TMA1_010_C6_nucleiRingMask.tif,1054
OHSU_TMA1_010_C7_cellRingMask.tif,9124
OHSU_TMA1_010_C7_nucleiRingMask.tif,9124
OHSU_TMA1_010_C8_cellRingMask.tif,4548
OHSU_TMA1_010_C8_nucleiRingMask.tif,4548
OHSU_TMA1_010_C9_cellRingMask.tif,20306
OHSU_TMA1_010_C9_nucleiRingMask.tif,20306
OHSU_TMA1_010_D1_cellRingMask.tif,7406
OHSU_TMA1_010_D1_nucleiRingMask.tif,7406
OHSU_TMA1_010_D10_cellRingMask.tif,4584
OHSU_TMA1_010_D10_nucleiRingMask.tif,4584
OHSU_TMA1_010_D11_cellRingMask.tif,3744
OHSU_TMA1_010_D11_nucleiRingMask.tif,3744
OHSU_TMA1_010_D2_cellRingMask.tif,7682
OHSU_TMA1_010_D2_nucleiRingMask.tif,7682
OHSU_TMA1_010_D3_cellRingMask.tif,9276
OHSU_TMA1_010_D3_nucleiRingMask.tif,9276
OHSU_TMA1_010_D4_cellRingMask.tif,12499
OHSU_TMA1_010_D4_nucleiRingMask.tif,12499
OHSU_TMA1_010_D5_cellRingMask.tif,2487
OHSU_TMA1_010_D5_nucleiRingMask.tif,2487
OHSU_TMA1_010_D6_cellRingMask.tif,6026
OHSU_TMA1_010_D6_nucleiRingMask.tif,6026
OHSU_TMA1_010_D7_cellRingMask.tif,17138
OHSU_TMA1_010_D7_nucleiRingMask.tif,17138
OHSU_TMA1_010_D8_cellRingMask.tif,2179
OHSU_TMA1_010_D8_nucleiRingMask.tif,2179
OHSU_TMA1_010_D9_cellRingMask.tif,2396
OHSU_TMA1_010_D9_nucleiRingMask.tif,2396
OHSU_TMA1_010_E1_cellRingMask.tif,29626
OHSU_TMA1_010_E1_nucleiRingMask.tif,29626
OHSU_TMA1_010_E10_cellRingMask.tif,10692
OHSU_TMA1_010_E10_nucleiRingMask.tif,10692
OHSU_TMA1_010_E11_cellRingMask.tif,6932
OHSU_TMA1_010_E11_nucleiRingMask.tif,6932
OHSU_TMA1_010_E2_cellRingMask.tif,5510
OHSU_TMA1_010_E2_nucleiRingMask.tif,5510
OHSU_TMA1_010_E3_cellRingMask.tif,3089
OHSU_TMA1_010_E3_nucleiRingMask.tif,3089
OHSU_TMA1_010_E4_cellRingMask.tif,11521
OHSU_TMA1_010_E4_nucleiRingMask.tif,11521
OHSU_TMA1_010_E5_cellRingMask.tif,16707
OHSU_TMA1_010_E5_nucleiRingMask.tif,16707
OHSU_TMA1_010_E6_cellRingMask.tif,14011
OHSU_TMA1_010_E6_nucleiRingMask.tif,14011
OHSU_TMA1_010_E7_cellRingMask.tif,16702
OHSU_TMA1_010_E7_nucleiRingMask.tif,16702
OHSU_TMA1_010_E8_cellRingMask.tif,7769
OHSU_TMA1_010_E8_nucleiRingMask.tif,7769
OHSU_TMA1_010_E9_cellRingMask.tif,11790
OHSU_TMA1_010_E9_nucleiRingMask.tif,11790
OHSU_TMA1_010_F1_cellRingMask.tif,17251
OHSU_TMA1_010_F1_nucleiRingMask.tif,17251
OHSU_TMA1_010_F10_cellRingMask.tif,7613
OHSU_TMA1_010_F10_nucleiRingMask.tif,7613
OHSU_TMA1_010_F11_cellRingMask.tif,16511
OHSU_TMA1_010_F11_nucleiRingMask.tif,16511
OHSU_TMA1_010_F2_cellRingMask.tif,5785
OHSU_TMA1_010_F2_nucleiRingMask.tif,5785
OHSU_TMA1_010_F3_cellRingMask.tif,9820
OHSU_TMA1_010_F3_nucleiRingMask.tif,9820
OHSU_TMA1_010_F4_cellRingMask.tif,8020
OHSU_TMA1_010_F4_nucleiRingMask.tif,8020
OHSU_TMA1_010_F5_cellRingMask.tif,13487
OHSU_TMA1_010_F5_nucleiRingMask.tif,13487
OHSU_TMA1_010_F6_cellRingMask.tif,34692
OHSU_TMA1_010_F6_nucleiRingMask.tif,34692
OHSU_TMA1_010_F7_cellRingMask.tif,6006
OHSU_TMA1_010_F7_nucleiRingMask.tif,6006
OHSU_TMA1_010_F8_cellRingMask.tif,6876
OHSU_TMA1_010_F8_nucleiRingMask.tif,6876
